Incident Datetime,Incident Date,Incident Time,Incident Year,Incident Day of Week,Report Datetime,Row ID,Incident ID,Incident Number,Incident Code,Incident Category,Incident Subcategory,Incident Description,Resolution,Intersection,Police District,Analysis Neighborhood,Latitude,Longitude,Point
2019/05/18 06:34:00 PM,2019/05/18,18:34,2019,Saturday,2019/05/18 06:56:00 PM,80223004134,802230,190356567,04134,Assault,Simple Assault,Battery,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/04/17 11:00:00 AM,2019/04/17,11:00,2019,Wednesday,2019/04/19 12:51:00 PM,79220564070,792205,190278836,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/05/04 01:00:00 PM,2019/05/04,13:00,2019,Saturday,2019/05/04 05:30:00 PM,79751875000,797518,190319894,75000,Missing Person,Missing Person,Found Person,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/10/01 07:00:00 AM,2018/10/01,07:00,2018,Monday,2018/11/16 11:05:00 AM,74017071000,740170,186269035,71000,Lost Property,Lost Property,Lost Property,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/10/23 10:30:00 AM,2018/10/23,10:30,2018,Tuesday,2018/10/23 12:25:00 PM,72932607025,729326,180803835,07025,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Truck",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/09/28 09:13:00 PM,2018/09/28,21:13,2018,Friday,2018/10/01 01:30:00 PM,72071209215,720712,180737137,09215,Forgery And Counterfeiting,Forgery And Counterfeiting,"Counterfeit Coins Or Notes, Possessing or Receiving",Unfounded,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/10/10 03:00:00 PM,2018/10/10,15:00,2018,Wednesday,2018/10/10 08:20:00 PM,72453405071,724534,180769970,05071,Burglary,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",Cite or Arrest Adult,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/11/05 08:11:00 AM,2018/11/05,08:11,2018,Monday,2018/11/09 01:21:00 PM,73563907041,735639,180839664,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,AVENUE N \ 04TH TI ST,Central,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/05/18 06:34:00 PM,2019/05/18,18:34,2019,Saturday,2019/05/18 06:56:00 PM,80223064020,802230,190356567,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/09/06 01:00:00 PM,2018/09/06,13:00,2018,Thursday,2018/09/06 02:08:00 PM,71147968030,711479,180674921,68030,Courtesy Report,Courtesy Report,Courtesy Report,Open or Active,AVENUE N \ 04TH TI ST,Out of SF,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/08/30 12:40:00 PM,2018/08/30,12:40,2018,Thursday,2018/08/30 02:23:00 PM,70893862050,708938,180655733,62050,Warrant,Warrant,"Warrant Arrest, Enroute To Outside Jurisdiction",Cite or Arrest Adult,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/09/29 11:50:00 AM,2018/09/29,11:50,2018,Saturday,2018/09/29 11:52:00 AM,72009307041,720093,180737137,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,AVENUE N \ 04TH TI ST,Tenderloin,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/02/09 03:00:00 PM,2019/02/09,15:00,2019,Saturday,2019/02/11 09:00:00 PM,76898075000,768980,190103261,75000,Missing Person,Missing Person,Found Person,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/10/10 03:00:00 PM,2018/10/10,15:00,2018,Wednesday,2018/10/10 08:20:00 PM,72453411012,724534,180769970,11012,Stolen Property,Stolen Property,"Stolen Property, Possession with Knowledge, Receiving",Cite or Arrest Adult,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2019/05/22 08:50:00 AM,2019/05/22,08:50,2019,Wednesday,2019/05/22 08:53:00 AM,80361264020,803612,190364968,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2021/04/09 06:30:00 AM,2021/04/09,06:30,2021,Friday,2021/04/12 02:00:00 PM,102127664070,1021276,210225373,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/11/08 05:00:00 PM,2018/11/08,17:00,2018,Thursday,2018/11/09 02:31:00 PM,73587806374,735878,186259553,06374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/02/11 02:15:00 PM,2018/02/11,14:15,2018,Sunday,2018/02/11 03:35:00 PM,63444406243,634444,180113139,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/05/11 12:00:00 PM,2018/05/11,12:00,2018,Friday,2018/05/11 03:39:00 PM,66731506152,667315,180351759,06152,Larceny Theft,Larceny Theft - Other,"Theft, From Person, $50-$200 (other than Pickpocket)",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/09/28 07:30:00 PM,2018/09/28,19:30,2018,Friday,2018/09/28 09:13:00 PM,71989407021,719894,180737137,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2021/02/12 11:00:00 AM,2021/02/12,11:00,2021,Friday,2021/02/12 12:19:00 PM,100470205071,1004702,210097291,05071,Burglary,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/03/23 06:30:00 PM,2018/03/23,18:30,2018,Friday,2018/03/23 08:50:00 PM,64892375000,648923,180218654,75000,Missing Person,Missing Person,Found Person,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/05/18 12:00:00 PM,2018/05/18,12:00,2018,Friday,2018/07/25 09:07:00 AM,69496905071,694969,180552775,05071,Burglary,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2021/01/31 11:00:00 AM,2021/01/31,11:00,2021,Sunday,2021/01/31 12:27:00 PM,100098506224,1000985,210068963,06224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2021/01/31 11:00:00 AM,2021/01/31,11:00,2021,Sunday,2021/01/31 12:27:00 PM,100098171013,1000981,210068963,71013,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/02/11 02:15:00 PM,2018/02/11,14:15,2018,Sunday,2018/02/11 03:35:00 PM,63444409320,634444,180113139,09320,Fraud,Fraud,"Access Card, incl. Credit, Phone, ATM, Fraudulent Use of",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/04/02 10:33:00 PM,2018/04/02,22:33,2018,Monday,2018/04/02 10:36:00 PM,65266975000,652669,180242562,75000,Missing Person,Missing Person,Found Person,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/08/10 04:00:00 PM,2018/08/10,16:00,2018,Friday,2018/08/13 08:02:00 AM,70227864070,702278,180605722,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/08/03 04:30:00 PM,2018/08/03,16:30,2018,Friday,2018/08/06 12:24:00 PM,69963964070,699639,180587001,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/07/10 01:44:00 PM,2018/07/10,13:44,2018,Tuesday,2018/07/10 02:02:00 PM,68903472000,689034,180338622,72000,Non-Criminal,Non-Criminal,Found  Property,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/08/13 05:50:00 PM,2018/08/13,17:50,2018,Monday,2018/08/13 05:50:00 PM,70250504013,702505,180607659,04013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/07/30 09:30:00 AM,2018/07/30,09:30,2018,Monday,2018/07/31 10:37:00 AM,69735504138,697355,180569526,04138,Assault,Simple Assault,"Battery, former Spouse or Dating Relationship",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/04/15 11:00:00 AM,2018/04/15,11:00,2018,Sunday,2018/05/13 09:48:00 AM,66787705151,667877,180356113,05151,Burglary,Burglary - Other,"Burglary, Non-residential, Forcible Entry",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/05/22 06:25:00 PM,2018/05/22,18:25,2018,Tuesday,2018/05/22 06:30:00 PM,67130072000,671300,180382566,72000,Non-Criminal,Non-Criminal,Found  Property,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/04/11 10:00:00 PM,2018/04/11,22:00,2018,Wednesday,2018/04/12 03:22:00 PM,65622774000,656227,180270911,74000,Missing Person,Missing Adult,Missing Adult,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2021/02/14 04:19:00 PM,2021/02/14,16:19,2021,Sunday,2021/02/14 04:54:00 PM,100528605151,1005286,210102113,05151,Burglary,Burglary - Other,"Burglary, Non-residential, Forcible Entry",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/02/09 08:00:00 AM,2018/02/09,08:00,2018,Friday,2018/02/28 09:49:00 AM,64107271000,641072,186049401,71000,Lost Property,Lost Property,Lost Property,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2021/01/31 11:00:00 AM,2021/01/31,11:00,2021,Sunday,2021/01/31 12:27:00 PM,100098571013,1000985,210068963,71013,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/07/10 01:44:00 PM,2018/07/10,13:44,2018,Tuesday,2018/07/10 02:02:00 PM,68903475000,689034,180338622,75000,Missing Person,Missing Person,Found Person,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2021/03/23 12:05:00 PM,2021/03/23,12:05,2021,Tuesday,2021/03/25 03:04:00 PM,101613428165,1016134,210186565,28165,Malicious Mischief,Vandalism,"Malicious Mischief, Graffiti, Real or Personal Property",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/08/01 09:30:00 AM,2018/08/01,09:30,2018,Wednesday,2018/08/01 09:41:00 AM,69778164085,697781,180572416,64085,Other Miscellaneous,Other,Investigative Detention,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/03/23 06:30:00 PM,2018/03/23,18:30,2018,Friday,2018/03/23 08:50:00 PM,64892304012,648923,180218654,04012,Assault,Aggravated Assault,"Assault, Aggravated, W/ Knife",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/07/14 09:11:00 PM,2018/07/14,21:11,2018,Saturday,2018/07/14 09:11:00 PM,69060427130,690604,180524075,27130,Other Miscellaneous,Other,"Burglary Tools, Possession Of",Cite or Arrest Adult,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/06/05 12:19:00 PM,2018/06/05,12:19,2018,Tuesday,2018/06/05 12:22:00 PM,67612864020,676128,180417486,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/04/23 01:00:00 PM,2018/04/23,13:00,2018,Monday,2018/04/24 09:06:00 AM,66056906304,660569,180302730,06304,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, >$950",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2021/04/20 03:45:00 AM,2021/04/20,03:45,2021,Tuesday,2021/04/20 03:49:00 AM,102315128150,1023151,210241608,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/07/14 09:11:00 PM,2018/07/14,21:11,2018,Saturday,2018/07/14 09:11:00 PM,69060426170,690604,180524075,26170,Other Miscellaneous,Other,Probation Violation,Cite or Arrest Adult,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/07/28 06:46:00 PM,2018/07/28,18:46,2018,Saturday,2018/07/28 06:46:00 PM,69610064010,696100,180562809,64010,Non-Criminal,Other,"Dog, Bite or Attack",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2021/04/20 03:45:00 AM,2021/04/20,03:45,2021,Tuesday,2021/04/20 03:49:00 AM,102315106370,1023151,210241608,06370,Larceny Theft,Larceny Theft - Other,"Theft of Other Property, Att.",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/01/27 11:00:00 PM,2018/01/27,23:00,2018,Saturday,2018/03/13 11:33:00 AM,64529004144,645290,180190870,04144,Assault,Simple Assault,"Battery, Sexual",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/02/09 05:30:00 PM,2018/02/09,17:30,2018,Friday,2018/02/10 11:11:00 AM,63400828160,634008,180109984,28160,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/07/29 12:30:00 PM,2018/07/29,12:30,2018,Sunday,2018/07/29 02:48:00 PM,69704506244,697045,186173050,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/07/14 09:11:00 PM,2018/07/14,21:11,2018,Saturday,2018/07/14 09:11:00 PM,69060411012,690604,180524075,11012,Stolen Property,Stolen Property,"Stolen Property, Possession with Knowledge, Receiving",Cite or Arrest Adult,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/05/25 08:52:00 PM,2018/05/25,20:52,2018,Friday,2018/05/25 08:52:00 PM,67247005072,672470,180390638,05072,Burglary,Burglary - Other,"Burglary, Other Bldg., Att. Forcible Entry",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/08/03 09:00:00 AM,2018/08/03,09:00,2018,Friday,2018/08/03 09:22:00 AM,69862264020,698622,180578395,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2021/10/25 03:59:00 PM,2021/10/25,15:59,2021,Monday,2022/05/31 08:00:00 AM,124526675030,1245266,220425999,75030,Case Closure,Case Closure,Case Closure,Exceptional Adult,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/03/22 12:00:00 PM,2018/03/22,12:00,2018,Thursday,2018/04/26 03:27:00 PM,66156205153,661562,180309708,05153,Burglary,Burglary - Other,"Burglary, Non-residential, Unlawful Entry",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2021/03/31 08:00:00 AM,2021/03/31,08:00,2021,Wednesday,2021/04/02 12:52:00 PM,102101471000,1021014,216039574,71000,Lost Property,Lost Property,Lost Property,Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2018/04/08 08:20:00 AM,2018/04/08,08:20,2018,Sunday,2018/04/08 08:20:00 AM,65458707041,654587,180258490,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
2023/02/21 05:00:00 PM,2023/02/21,17:00,2023,Tuesday,2023/02/22 10:51:00 AM,124721905063,1247219,230129896,05063,Burglary,Burglary - Commercial,"Burglary, Warehouse, Unlawful Entry",Open or Active,AVENUE N \ 04TH TI ST,Southern,Treasure Island,37.82357442446163,-122.36374276695297,POINT (-122.36374276695297 37.82357442446163)
